show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3726,TV Show,Shooter,,"Ryan Phillippe, Omar Epps, David Marciano, Cynthia Addai-Robinson, Shantel VanSanten, Tom Sizemore",United States,"June 21, 2019",2018,TV-14,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Un ex francotirador de la Marina altamente condecorado regresa a la acción para frustrar un complot de asesinato contra el presidente, pero pronto se ve incriminado por asesinato."
s3727,TV Show,The Casketeers,,,New Zealand,"June 21, 2019",2019,TV-14,2 Seasons,"International TV Shows, Reality TV","Los directores de funerarias maoríes, Francis y Kaiora Tipene, y el personal combinan el buen humor con atención y respeto mientras ayudan a las familias polinesias a afrontar la pérdida."
s3728,TV Show,The Confession Tapes,,,United States,"June 21, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","Esta serie documental sobre crímenes reales investiga casos en los que personas condenadas por asesinato afirman que sus confesiones fueron forzadas, involuntarias o falsas."
s3729,Movie,The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Maria Kawamura, Mugihito, Akira Ishida",Japan,"June 21, 2019",1997,TV-MA,87 min,"Action & Adventure, Anime Features, International Movies","Seele ordena un ataque total contra NERV, con el objetivo de destruir los Evas antes de que Gendo pueda desencadenar el Tercer Impacto y la Instrumentalidad bajo su control."
s3730,Movie,Rakkhosh,"Abhijit Kokate, Srivinay Salian","Sanjay Mishra, Priyanka Bose, Tannishtha Chatterjee, Barun Chanda, Sonamoni Jayant Gadekar, Ashwath Bhatt, Atul Mahale",India,"June 20, 2019",2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies",El turbulento pasado de un paciente de asilo amenaza su comprensión de la realidad cuando otros residentes del hospital comienzan a desaparecer a manos de una entidad desconocida.
s3731,Movie,The Wolf's Call,Antonin Baudry,"François Civil, Omar Sy, Mathieu Kassovitz, Reda Kateb, Paula Beer, Alexis Michalik, Jean-Yves Berteloot, Damien Bonnard, Pierre Cevaër, Sébastien Libessart",France,"June 20, 2019",2019,TV-14,116 min,"Dramas, International Movies, Thrillers","Mientras se avecina una guerra nuclear, un militar experto en acústica submarina se esfuerza por demostrar que las cosas no son lo que parecen (o suenan) utilizando sólo sus oídos."
s3732,Movie,Beats,Chris Robinson,"Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,"June 19, 2019",2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals","En el lado sur de Chicago, el prodigio del hip-hop August Monroe navega por una ansiedad paralizante y nuevas fronteras creativas con la ayuda de un mentor improbable..."
s3733,Movie,The Edge of Democracy,Petra Costa,,Brazil,"June 19, 2019",2019,TV-14,122 min,"Documentaries, International Movies",El documental político y las memorias personales chocan en esta exploración de la compleja verdad detrás del desmoronamiento de dos presidencias brasileñas.
s3734,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,Adam Devine,United States,"June 18, 2019",2019,TV-MA,59 min,Stand-Up Comedy,"El cómico frenético Adam Devine habla sobre la incomodidad de los adolescentes, los encuentros con celebridades, su audición para ""Pitch Perfect"" y más en un especial desde su ciudad natal de Omaha."
s3735,Movie,Cop Car,Jon Watts,"Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim, Shea Whigham, Sean Hartley, Kyra Sedgwick, Loi Nguyen",United States,"June 16, 2019",2015,R,88 min,Thrillers,Dos niños traviesos se ven envueltos en un juego del gato y el ratón con un psicópata asesino después de que deciden robar la patrulla de un oficial de policía.
s3736,Movie,Right Here Right Now,Jakob Lass,"Niklas Bruhn, David Schütter, Tinka Furst, Corinna Harfouch, Bela B. Felsenheimer, Martina Schöne-Radunski, Mathias Bloech, Tanna Barthel, Felix Maria Zeppenfeld, Kalle Schwensen",Germany,"June 16, 2019",2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies","El dueño de un club de música en quiebra organiza una última fiesta, reuniendo a amigos, enemigos y bichos raros fiesteros para una víspera de Año Nuevo desquiciada."
s3737,TV Show,Fate/Zero,,"Rikiya Koyama, Ayako Kawasumi, Sayaka Ohara, Sho Hayami, Tomokazu Seki, Jouji Nakata, Akina Abe, Takumi Yamasaki, Hikaru Midorikawa, Daisuke Namikawa",Japan,"June 15, 2019",2012,TV-MA,2 Seasons,"Anime Series, International TV Shows","Después de tres batallas inestables por el místico Santo Grial, un artefacto que otorga un milagro a quienes lo poseen, comienza una cuarta guerra."
s3738,TV Show,Kill la Kill,,"Ami Koshimizu, Toshihiko Seki, Ryoka Yuzuki, Aya Suzaki, Shinichiro Miki, Tetsu Inada, Nobuyuki Hiyama, Mayumi Shintani, Hiroyuki Yoshino, Romi Park",Japan,"June 15, 2019",2014,TV-MA,1 Season,"Anime Series, International TV Shows","La ""mujer de la hoja de tijera"", Ryuko Matoi, busca pistas por todo el mundo para descubrir la verdad detrás de la muerte de su padre."
s3739,Movie,Life Overtakes Me,"John Haptas, Kristine Samuelson",,"Sweden, United States","June 15, 2019",2019,TV-PG,40 min,Documentaries,"Atrapados por el trauma, cientos de niños refugiados en Suecia se retiran de las incertidumbres de la vida y caen en una enfermedad similar al coma llamada síndrome de resignación."
s3740,Movie,Luckee,Sanjay Jadhav,"Abhay Mahajan, Dipti Sati, Mayur More, Shubhangi Tambale, Chetan Dalvi, Nilesh Diwekar",India,"June 15, 2019",2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies","Cuando sus amigos hacen una apuesta a que puede cortejar a la persona que le gusta de la universidad, un estudiante enamorado llamado Luckee lucha entre satisfacer su corazón y sus hormonas."
s3741,Movie,Pihu,Vinod Kapri,Pihu Myra Vishwakarma,India,"June 15, 2019",2018,TV-14,90 min,"Dramas, Independent Movies, International Movies","Una niña de dos años debe valerse por sí misma cuando su madre fallece repentinamente mientras su padre está fuera a una conferencia, dejándola propensa al peligro."
s3742,TV Show,Puella Magi Madoka Magica,,"Aoi Yuki, Chiwa Saito, Kaori Mizuhashi, Eri Kitamura, Emiri Kato, Ai Nonaka",Japan,"June 15, 2019",2011,TV-14,1 Season,"Anime Series, International TV Shows","Un día, Madoka Kaname tiene un encuentro muy mágico, uno que puede cambiar su destino. Este es el comienzo de la nueva historia de las brujas mágicas."
s3743,TV Show,Somewhere Only We Know,,"Zhang Chao, Li Tingting, Chen Bohao, Sun Jialing, Zhang Zhang, Li Jiuxiao, Deng Yuli, Li Huan, Fang Wenqiang, Gong Rui",China,"June 15, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Una estudiante de idiomas discute (y se enamora) de una estudiante de doctorado mientras ella navega por los altibajos del amor y la amistad con sus compañeros de la universidad.
s3744,TV Show,The Alcàsser Murders,Elías León,,Spain,"June 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Nuevas entrevistas y un análisis actualizado de las pruebas arrojan luz sobre los asesinatos de tres niñas en España en 1992 y su profundo impacto en la nación.
s3745,TV Show,Unit 42,,"Patrick Ridremont, Constance Gay, Tom Audenaert, Roda Fawaz, Danitza Athanassiadis",Belgium,"June 15, 2019",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Un policía viudo elegido para liderar una unidad especial de delitos cibernéticos se une a un ex hacker para cazar a los delincuentes expertos en tecnología que aterrorizan a Bélgica.
s3746,TV Show,Awake: The Million Dollar Game,,James Davis,United States,"June 14, 2019",2019,TV-PG,1 Season,Reality TV,"Sin dormir durante 24 horas, los concursantes del programa de juegos de comedia se topan con desafíos excéntricos y cotidianos para tener la oportunidad de ganar un premio de 1 millón de dólares."
s3747,TV Show,Black Spot,,"Suliane Brahim, Hubert Delattre, Laurent Capelluto, Samuel Jouy, Renaud Rutten, Camille Aguilar, Tiphaine Daviot, Naidra Ayadi, Brigitte Sy, Anne Suarez, Dan Herzberg, Olivier Bonjour, Thomas Doret","France, Belgium","June 14, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",Un jefe de policía y un nuevo fiscal excéntrico investigan una serie de crímenes espantosos y fenómenos espeluznantes en un pueblo aislado al borde de un bosque.
s3748,Movie,DJ Cinderella,Bruno Garotti,"Maísa Silva, Filipe Bragança, Fernanda Paes Leme, Miriam Freeland, Marcelo Valle, Elisa Pinheiro, Sérgio Malheiros, Giovanna Grigio, Bárbara Maia, Letícia Pedro, Kiria Malheiros, Leo Cidade, Matheus Costa, Isabel Fillardis, Selma Lopes",Brazil,"June 14, 2019",2019,TV-PG,95 min,"Children & Family Movies, Comedies","Ferozmente independiente y desilusionada del amor, una DJ adolescente está decidida a trazar su propio camino, hasta que un rompecorazones del pop se enamora de su increíble mezcla."
s3749,TV Show,El desconocido,,"Guillermo Iván, César Manjarrez, Estrella Solís, Liliana Moreno, Marco Uriel, Mario Zaragoza, Fernando Sarfatti, José Ángel Bichir, Paty Blanco, Pía Sanz, Scarlet Gruber, Pakey Vázquez, Ivonne Montero",,"June 14, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Basada en hechos reales, la historia ficticia del sicario número uno del narcotraficante mexicano El Chato, El Cholo."
s3750,TV Show,Girlfriends' Guide to Divorce,,"Lisa Edelstein, Beau Garrett, Necar Zadegan, Paul Adelstein, Janeane Garofalo, Alanna Ubach",United States,"June 14, 2019",2019,TV-MA,5 Seasons,"TV Comedies, TV Dramas","Después de que el mundo descubre la verdad sobre el fracaso de su matrimonio, una exitosa autora de autoayuda intenta salvar su carrera y encontrar su camino como divorciada."
s3751,TV Show,Leila,,"Huma Qureshi, Siddharth, Rahul Khanna, Arif Zakaria, Seema Biswas, Sanjay Suri, Akash Khurana, Ashwath Bhatt, Anupam Bhattacharya, Adarsh Gourav",India,"June 14, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","En un mundo futuro cercano donde un régimen opresivo segrega a la sociedad, una mujer elude el sistema para buscar a la hija que le arrebataron hace años."
s3752,TV Show,Marlon,,"Marlon Wayans, Essence Atkins, Bresha Webb, Diallo Riddle, Notlim Taylor, Amir O'Neil",United States,"June 14, 2019",2018,TV-14,2 Seasons,TV Comedies,"Después del divorcio más amigable de la historia, un padre despreocupado pero devoto navega por la vida de padre después de la separación con su sensata ex esposa y sus dos hijos."
s3753,TV Show,Marvel's Jessica Jones,,"Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit",United States,"June 14, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Atormentada por un pasado traumático, Jessica Jones usa sus dones como detective privada para encontrar a su torturador antes de que pueda dañar a alguien más en Hell's Kitchen."
s3754,Movie,Murder Mystery,Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo Méndez, Dany Boon, Terence Stamp",United States,"June 14, 2019",2019,PG-13,98 min,Comedies,"En un viaje tan esperado a Europa, un policía de la ciudad de Nueva York y su esposa peluquera se apresuran a resolver un desconcertante asesinato a bordo del yate de un multimillonario."
s3755,TV Show,Yankee,,"Pablo Lyle, Ana Layevska, Leonardo Daniel, Javier Díaz Dueñas, Daniel Martínez, Pamela Almanza, Roberto Blandón, Sebastián Ferrat, Gabriela Zamora, Mauricio Pimentel, Julio Casado, Eivaut Rischen",Mexico,"June 14, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Huyendo de la policía, un hombre de Arizona cruza a México y se involucra profundamente en el tráfico de drogas, con la ayuda de la tecnología moderna."
s3756,TV Show,Jinn,,"Salma Malhas, Sultan Alkhail, Hamzeh Okab, Aysha Shahaltough, Zaid Zoubi, Ban Halaweh, Yasser Al Hadi",Jordan,"June 13, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","En una excursión a Petra, dos genios (uno bueno y otro malo) entran en el reino humano, convirtiendo la escuela secundaria en un campo de batalla sobrenatural."
s3757,Movie,Oprah Presents When They See Us Now,Mark Ritchie,"Oprah Winfrey, Ava DuVernay",United States,"June 13, 2019",2019,TV-PG,61 min,Documentaries,"Oprah Winfrey habla con los hombres exonerados que alguna vez fueron conocidos como los Cinco de Central Park, además del elenco y los productores que cuentan su historia en ""Cuando nos ven""."
s3758,Movie,The 3rd Eye 2,Rocky Soraya,"Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas",Indonesia,"June 13, 2019",2019,TV-MA,117 min,"Horror Movies, International Movies","Trabajando en un orfanato, Alia conoce a la adolescente Nadia, quien dice que escucha una voz extraña en las paredes. Cuando intentan encontrar la fuente, las cosas van muy mal."
s3759,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,Jo Koy,United States,"June 12, 2019",2019,TV-MA,60 min,Stand-Up Comedy,"El comediante Jo Koy ocupa un lugar central en Hawái y comparte su visión sincera sobre las curiosidades culturales, la paternidad sin filtros y más."
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,"Bob Dylan, Allen Ginsberg, Joan Baez, Patti Smith, Roger McGuinn, Sam Shepard, Sharon Stone, Joni Mitchell, Scarlet Rivera, Ramblin' Jack Elliott, Ronnie Hawkins, Anne Waldman, Ronee Blakley",United States,"June 12, 2019",2019,TV-MA,142 min,"Documentaries, Music & Musicals","En una mezcla alquímica de realidad y fantasía, Martin Scorsese recuerda la gira Rolling Thunder Revue de 1975 de Bob Dylan y un país maduro para la reinvención."
s3761,TV Show,Upin & Ipin,,Nurfathiah Diaz,Malaysia,"June 10, 2019",2011,TV-Y,1 Season,Kids' TV,Dos traviesos pero adorables gemelos de cinco años y sus amigos disfrutan de la vida diaria y de nuevos descubrimientos con los residentes de su pueblo de Malasia.
s3762,Movie,Belmonte,Federico Veiroj,"Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, Tomás Wahrmann, María Noel Gutiérrez, Marcelo Fernández Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, Martín Reyes, Carolina Penadés","Uruguay, Spain, Mexico","June 7, 2019",2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",Un artista atraviesa una crisis de la mediana edad mientras intenta equilibrar su debilitada carrera con el anhelo de ser un mejor padre.
s3763,TV Show,Designated Survivor,,"Kiefer Sutherland, Natascha McElhone, Maggie Q, Kal Penn, Adan Canto, Italia Ricci, LaMonica Garrett, Tanner Buchanan, Ben Lawson, Paulo Costanzo, Zoe McLellan",United States,"June 7, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",El destino de Estados Unidos está en manos de un funcionario de bajo nivel después de que un ataque a Washington diezme al gobierno en este apasionante thriller político.
s3764,Movie,Elisa & Marcela,Isabel Coixet,"Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Kelly Lua, Manuel Lourenzo, Jorge Suquet, Ana Santos, Mariana Carballal, Roberto Leal, Luisa Merelas, Amparo Moreno, Lluís Homar, Manolo Solo, María Pujalte, Francesc Orella",Spain,"June 7, 2019",2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies","En la España de 1901, Elisa Sánchez Loriga adopta una identidad masculina para casarse con la mujer que ama, Marcela Gracia Ibeas. Basado en hechos reales.."
s3765,Movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,"June 7, 2019",2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Tras la extinción masiva de la humanidad, una adolescente criada sola por un droide materno encuentra su mundo entero sacudido cuando se encuentra con otro humano."
s3766,Movie,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",India,"June 7, 2019",2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies","Fingiendo casarse para convivir, una pareja de un pequeño pueblo se ve en infinitas situaciones incómodas para ocultar la verdad a sus familias ortodoxas."
s3767,Movie,Pachamama,Juan Antin,"Adam Moussamih, Charli Birdgenau, Vlastra Vrana, Sonja Ball, Alexandre Harough","France, Luxembourg, Canada","June 7, 2019",2019,PG,71 min,Children & Family Movies,"Cuando le quitan una estatua sagrada de su pueblo andino, un niño enérgico que sueña con convertirse en chamán emprende una valiente misión para recuperarla."
s3768,Movie,Rock My Heart,Hanno Olderdissen,"Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann von Bülow, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau",Germany,"June 7, 2019",2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies","Después de que una adolescente aventurera con un defecto cardíaco se une a un semental rebelde, se entrena para competir como jockey aficionado en una carrera que pone en peligro su vida."
